Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,source_year
2018,1,1,0,0,0,0,0,-13.3,3.5,84.37,162.28,0.8,1025,2018
2018,1,1,0,5,0,0,0,-13.4,3.5,85.05,162.24,0.8,1025,2018
2018,1,1,0,10,0,0,0,-13.4,3.5,85.05,162.14,0.8,1025,2018
2018,1,1,0,15,0,0,0,-13.4,3.5,85.05,161.98,0.8,1025,2018
2018,1,1,0,20,0,0,0,-13.4,3.5,85.05,161.76,0.8,1025,2018
2018,1,1,0,25,0,0,0,-13.4,3.5,85.05,161.49,0.8,1025,2018
2018,1,1,0,30,0,0,0,-13.4,3.5,85.05,161.15,0.8,1025,2018
2018,1,1,0,35,0,0,0,-13.4,3.5,85.57000000000002,160.77,0.8,1025,2018
2018,1,1,0,40,0,0,0,-13.4,3.5,85.66,160.34,0.8,1026,2018
2018,1,1,0,45,0,0,0,-13.4,3.5,85.66,159.86,0.8,1026,2018
2018,1,1,0,50,0,0,0,-13.4,3.5,85.66,159.34,0.8,1026,2018
2018,1,1,0,55,0,0,0,-13.4,3.4000000000000004,85.66,158.78,0.8,1026,2018
2018,1,1,1,0,0,0,0,-13.4,3.4000000000000004,85.66,158.18,0.8,1026,2018
2018,1,1,1,5,0,0,0,-13.4,3.4000000000000004,85.66,157.55,0.8,1026,2018
2018,1,1,1,10,0,0,0,-13.4,3.4000000000000004,85.66,156.9,0.8,1026,2018
2018,1,1,1,15,0,0,0,-13.4,3.4000000000000004,85.66,156.21,0.8,1026,2018
2018,1,1,1,20,0,0,0,-13.5,3.4000000000000004,86.36,155.5,0.8,1026,2018
2018,1,1,1,25,0,0,0,-13.5,3.4000000000000004,86.36,154.76,0.8,1026,2018
2018,1,1,1,30,0,0,0,-13.5,3.4000000000000004,86.36,154.01,0.8,1026,2018
2018,1,1,1,35,0,0,0,-13.5,3.4000000000000004,86.23,153.23,0.8,1026,2018
2018,1,1,1,40,0,0,0,-13.5,3.4000000000000004,86.23,152.44,0.8,1026,2018
2018,1,1,1,45,0,0,0,-13.5,3.4000000000000004,86.23,151.63,0.8,1026,2018
