Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,source_year
2022,1,1,0,0,0,0,0,8.5,1.6,98.21,162.28,0.08,1011,2022
2022,1,1,0,5,0,0,0,8.5,1.6,98.21,162.25,0.08,1011,2022
2022,1,1,0,10,0,0,0,8.5,1.6,98.21,162.14,0.08,1011,2022
2022,1,1,0,15,0,0,0,8.5,1.5,98.21,161.98,0.08,1011,2022
2022,1,1,0,20,0,0,0,8.5,1.5,98.21,161.76,0.08,1011,2022
2022,1,1,0,25,0,0,0,8.4,1.5,98.88,161.48,0.08,1011,2022
2022,1,1,0,30,0,0,0,8.4,1.5,98.88,161.15,0.08,1011,2022
2022,1,1,0,35,0,0,0,8.4,1.5,97.61,160.77,0.08,1011,2022
2022,1,1,0,40,0,0,0,8.4,1.5,97.61,160.33,0.08,1011,2022
2022,1,1,0,45,0,0,0,8.4,1.5,97.61,159.86,0.08,1011,2022
2022,1,1,0,50,0,0,0,8.3,1.4,98.27,159.34,0.08,1011,2022
2022,1,1,0,55,0,0,0,8.3,1.4,98.27,158.78,0.08,1011,2022
2022,1,1,1,0,0,0,0,8.3,1.4,98.27,158.18,0.08,1011,2022
2022,1,1,1,5,0,0,0,8.3,1.4,98.27,157.55,0.08,1011,2022
2022,1,1,1,10,0,0,0,8.3,1.4,98.27,156.89,0.08,1011,2022
2022,1,1,1,15,0,0,0,8.200000000000001,1.4,98.94,156.21,0.08,1011,2022
2022,1,1,1,20,0,0,0,8.200000000000001,1.4,98.94,155.49,0.08,1011,2022
2022,1,1,1,25,0,0,0,8.200000000000001,1.4,98.94,154.76,0.08,1011,2022
2022,1,1,1,30,0,0,0,8.200000000000001,1.4,98.94,154.0,0.08,1011,2022
2022,1,1,1,35,0,0,0,8.200000000000001,1.4,98.18,153.23,0.08,1011,2022
2022,1,1,1,40,0,0,0,8.200000000000001,1.4,98.18,152.44,0.08,1011,2022
2022,1,1,1,45,0,0,0,8.1,1.4,98.85,151.63,0.08,1011,2022
2022,1,1,1,50,0,0,0,8.1,1.4,98.85,150.81,0.08,1011,2022
2022,1,1,1,55,0,0,0,8.1,1.4,98.85,149.97,0.08,1011,2022
2022,1,1,2,0,0,0,0,8.1,1.4,98.85,149.12,0.08,1011,2022
2022,1,1,2,5,0,0,0,8.1,1.4,98.75,148.27,0.08,1010,2022
2022,1,1,2,10,0,0,0,8.1,1.4,98.75,147.4,0.08,1010,2022
2022,1,1,2,15,0,0,0,8.1,1.4,98.75,146.52,0.08,1010,2022
2022,1,1,2,20,0,0,0,8.0,1.4,99.42,145.64,0.08,1010,2022
2022,1,1,2,25,0,0,0,8.0,1.4,99.42,144.74,0.08,1010,2022
2022,1,1,2,30,0,0,0,8.0,1.4,99.42,143.84,0.08,1010,2022
2022,1,1,2,35,0,0,0,8.0,1.4,99.15,142.94,0.08,1010,2022
2022,1,1,2,40,0,0,0,8.0,1.4,99.15,142.03,0.08,1010,2022
2022,1,1,2,45,0,0,0,8.0,1.4,99.15,141.11,0.08,1010,2022
2022,1,1,2,50,0,0,0,8.0,1.4,99.15,140.19,0.08,1010,2022
2022,1,1,2,55,0,0,0,8.0,1.4,99.15,139.27,0.08,1010,2022
2022,1,1,3,0,0,0,0,8.0,1.4,99.15,138.34,0.08,1010,2022
2022,1,1,3,5,0,0,0,8.0,1.4,99.15,137.41,0.08,1010,2022
2022,1,1,3,10,0,0,0,8.0,1.4,99.15,136.48,0.08,1010,2022
2022,1,1,3,15,0,0,0,8.0,1.4,99.15,135.54,0.08,1010,2022
2022,1,1,3,20,0,0,0,8.0,1.4,99.15,134.6,0.08,1010,2022
2022,1,1,3,25,0,0,0,8.0,1.4,99.15,133.66,0.08,1010,2022
2022,1,1,3,30,0,0,0,8.0,1.4,99.15,132.72,0.08,1010,2022
2022,1,1,3,35,0,0,0,8.0,1.4,99.57,131.77,0.08,1010,2022
2022,1,1,3,40,0,0,0,8.0,1.4,99.47,130.83,0.08,1009,2022
2022,1,1,3,45,0,0,0,8.0,1.4,99.47,129.88,0.08,1009,2022
2022,1,1,3,50,0,0,0,8.0,1.4,99.47,128.94,0.08,1009,2022
2022,1,1,3,55,0,0,0,8.0,1.4,99.47,127.99,0.08,1009,2022
2022,1,1,4,0,0,0,0,8.0,1.4,99.47,127.04,0.08,1009,2022
2022,1,1,4,5,0,0,0,8.0,1.4,99.47,126.09,0.08,1009,2022
2022,1,1,4,10,0,0,0,8.1,1.5,98.8,125.15,0.08,1009,2022
2022,1,1,4,15,0,0,0,8.1,1.5,98.8,124.2,0.08,1009,2022
2022,1,1,4,20,0,0,0,8.1,1.5,98.8,123.25,0.08,1009,2022
2022,1,1,4,25,0,0,0,8.1,1.5,98.8,122.31,0.08,1009,2022
2022,1,1,4,30,0,0,0,8.1,1.5,98.8,121.36,0.08,1009,2022
2022,1,1,4,35,0,0,0,8.1,1.5,99.87,120.42,0.08,1009,2022
2022,1,1,4,40,0,0,0,8.200000000000001,1.5,99.19,119.48,0.08,1009,2022
2022,1,1,4,45,0,0,0,8.200000000000001,1.5,99.19,118.54,0.08,1009,2022
2022,1,1,4,50,0,0,0,8.200000000000001,1.5,99.19,117.6,0.08,1009,2022
2022,1,1,4,55,0,0,0,8.200000000000001,1.5,99.19,116.66,0.08,1009,2022
2022,1,1,5,0,0,0,0,8.200000000000001,1.5,99.19,115.72,0.08,1009,2022
2022,1,1,5,5,0,0,0,8.3,1.6,98.53,114.79,0.08,1009,2022
2022,1,1,5,10,0,0,0,8.3,1.6,98.53,113.86,0.08,1009,2022
2022,1,1,5,15,0,0,0,8.3,1.6,98.53,112.93,0.08,1009,2022
2022,1,1,5,20,0,0,0,8.3,1.7000000000000002,98.53,112.0,0.08,1009,2022
2022,1,1,5,25,0,0,0,8.4,1.7000000000000002,97.86,111.07,0.08,1009,2022
2022,1,1,5,30,0,0,0,8.4,1.7000000000000002,97.86,110.15,0.08,1009,2022
2022,1,1,5,35,0,0,0,8.4,1.7000000000000002,99.84,109.23,0.08,1009,2022
2022,1,1,5,40,0,0,0,8.5,1.8,99.17,108.31,0.08,1009,2022
2022,1,1,5,45,0,0,0,8.5,1.8,99.17,107.4,0.08,1009,2022
2022,1,1,5,50,0,0,0,8.5,1.8,99.17,106.49,0.08,1009,2022
2022,1,1,5,55,0,0,0,8.5,1.8,99.17,105.58,0.08,1009,2022
2022,1,1,6,0,0,0,0,8.6,1.9,98.5,104.68,0.08,1009,2022
2022,1,1,6,5,0,0,0,8.6,1.9,98.5,103.78,0.08,1009,2022
2022,1,1,6,10,0,0,0,8.6,1.9,98.5,102.88,0.08,1009,2022
2022,1,1,6,15,0,0,0,8.6,1.9,98.5,101.99,0.08,1009,2022
2022,1,1,6,20,0,0,0,8.700000000000001,2.0,97.84,101.11,0.08,1009,2022
